"","town11cd","town11nm","population_2011","size_flag","rgn11nm","coastal","coastal_detailed","ttwa11cd","ttwa11nm","ttwa_classification","job_density_flag","income_flag","university_flag","level4qual_residents35_64_2011","ks4_2012_2013_counts","key_stage_2_attainment_school_year_2007_to_2008","key_stage_4_attainment_school_year_2012_to_2013","level_2_at_age_18","level_3_at_age_18","activity_at_age_19_full_time_higher_education","activity_at_age_19_sustained_further_education","activity_at_age_19_appprenticeships","activity_at_age_19_employment_with_earnings_above_0","activity_at_age_19_employment_with_earnings_above_10_000","activity_at_age_19_out_of_work","highest_level_qualification_achieved_by_age_22_less_than_level_1","highest_level_qualification_achieved_by_age_22_level_1_to_level_2","highest_level_qualification_achieved_by_age_22_level_3_to_level_5","highest_level_qualification_achieved_by_age_22_level_6_or_above","highest_level_qualification_achieved_b_age_22_average_score","education_score"
"136","E34001434","Louth BUA",16419,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000264","Skegness and Louth","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",184,46.7032967032967,59.2391304347826,76.0869565217391,46.195652173913,29.8913043478261,20.1086956521739,8.69565217391304,42.9347826086957,19.5652173913043,11.4130434782609,NA,28.3,45.1,24.5,3.375,-4.090837485
"137","E34001445","Ashington (Northumberland) BUA",27670,"Medium Towns","North East","Coastal","Large other coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",348,58.600583090379,47.9885057471264,84.7262247838617,39.193083573487,22.9885057471264,32.183908045977,16.9540229885057,42.816091954023,17.816091954023,17.5287356321839,3.7,30.6,44.3,21.4,3.27586206896552,-4.708610354
"138","E34001461","Newmarket BUA",20384,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Low",157,76.5822784810127,50.3184713375796,75.1592356687898,38.2165605095541,19.1082802547771,21.656050955414,15.2866242038217,58.5987261146497,38.8535031847134,NA,NA,36.7,39.9,19,3.03184713375796,-3.130722094
"139","E34001475","Culcheth BUA",6708,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Residential","Lower deprivation towns","No university","High",88,88.5057471264368,76.1363636363636,93.1818181818182,68.1818181818182,45.4545454545455,22.7272727272727,14.7727272727273,47.7272727272727,19.3181818181818,NA,NA,15.1,48.8,34.9,3.92045454545455,5.98289748
"140","E34001481","Heswall BUA",29789,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000168","Birkenhead","Majority conurbation","Residential","Lower deprivation towns","No university","High",315,87.171052631579,80,91.4285714285714,65.7142857142857,52.3809523809524,19.3650793650794,12.3809523809524,47.3015873015873,14.2857142857143,5.07936507936508,NA,14,42.7,43,4.16507936507937,6.668239188
"141","E34001491","Sheerness BUA",11938,"Small Towns","South East","Coastal","Smaller seaside town","E30000242","Medway","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",160,53.7142857142857,35,79.375,21.875,15.625,18.75,9.375,32.5,18.75,21.875,NA,50.3,32.9,NA,2.675,-9.79178081
"142","E34001493","Driffield BUA",13080,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000220","Hull","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Low",150,74.8251748251748,52,87.3333333333333,53.3333333333333,33.3333333333333,26,12,50,22,NA,NA,22.5,47,29.8,3.68666666666667,0.005535486
"143","E34001504","Retford BUA",22023,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000291","Worksop and Retford","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",235,77.9735682819383,56.5957446808511,74.0425531914894,32.3404255319149,23.4042553191489,25.1063829787234,17.4468085106383,48.936170212766,22.1276595744681,13.1914893617021,NA,39.1,39.1,19.3,3.16170212765957,-2.510765203
"144","E34001518","Radcliffe on Trent BUA",7510,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Lower deprivation towns","No university","High",73,86.6666666666667,68.4931506849315,95.8904109589041,57.5342465753425,47.945205479452,16.4383561643836,NA,43.8356164383562,21.9178082191781,NA,NA,23.9,33.8,42.3,4.0958904109589,4.545060749
"145","E34001520","Ruskington BUA",5637,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000231","Lincoln","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",60,86.8852459016393,63.3333333333333,91.6666666666667,63.3333333333333,41.6666666666667,18.3333333333333,NA,53.3333333333333,23.3333333333333,NA,NA,23,34.4,41,3.91666666666667,4.080634357
"146","E34001537","Wigton BUA",5831,"Small Towns","North West","Non-coastal","Smaller non-coastal town","K01000010","Carlisle","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",89,73.8095238095238,57.3033707865169,82.0224719101124,51.685393258427,33.7078651685393,22.4719101123595,15.7303370786517,42.6966292134831,24.7191011235955,NA,NA,22.7,38.6,34.1,3.60674157303371,0.040913958
"147","E34001545","Leominster BUA",10938,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000216","Hereford","Majority rural","Mixed","Higher deprivation towns","No university","Low",113,63.3928571428571,44.2477876106195,76.9911504424779,37.1681415929204,22.1238938053097,24.7787610619469,16.8141592920354,55.7522123893805,25.6637168141593,8.84955752212389,NA,45.9,34.2,NA,3.04424778761062,-5.341426577
"148","E34001604","Bodmin BUA",14614,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000270","St Austell and Newquay","Majority rural","Working","Higher deprivation towns","No university","Low",183,72.3404255319149,56.2841530054645,80.8743169398907,41.5300546448087,24.5901639344262,18.0327868852459,11.4754098360656,54.6448087431694,26.2295081967213,10.9289617486339,NA,37.5,39.1,21.7,3.18032786885246,-2.329007892
"149","E34001609","Caister-on-Sea BUA",8901,"Small Towns","East of England","Coastal","Smaller seaside town","E30000210","Great Yarmouth","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",90,83.3333333333333,53.3333333333333,82.2222222222222,36.6666666666667,22.2222222222222,30,17.7777777777778,54.4444444444444,26.6666666666667,NA,NA,24.4,51.1,NA,3.38888888888889,-1.183723077
"150","E34001645","Devizes BUA",18064,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Working","Mid deprivation towns","No university","Medium",220,60.9137055837564,52.7272727272727,79.5454545454545,40.9090909090909,29.5454545454545,19.5454545454545,11.3636363636364,51.3636363636364,27.2727272727273,8.63636363636364,NA,29.4,40.8,27.5,3.45,-3.329351471
"151","E34001686","Cotgrave BUA",7203,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Mid deprivation towns","No university","Low",90,92.0792079207921,50,81.1111111111111,41.1111111111111,27.7777777777778,21.1111111111111,12.2222222222222,52.2222222222222,26.6666666666667,NA,NA,33,37.4,27.5,3.4,-0.056459409
"152","E34001696","Wingate BUA",5134,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Low",57,78.3333333333333,63.1578947368421,80.7017543859649,45.6140350877193,26.3157894736842,29.8245614035088,26.3157894736842,49.1228070175439,29.8245614035088,17.5438596491228,NA,34.5,43.6,NA,3.19298245614035,-0.543272318
"153","E34001704","Elland BUA",15625,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000029","Halifax","Majority conurbation","Working","Higher deprivation towns","No university","Low",178,77.4358974358974,62.3595505617977,86.5168539325843,48.314606741573,33.7078651685393,22.4719101123595,17.9775280898876,44.9438202247191,20.7865168539326,11.2359550561798,NA,29.4,41.7,27.8,3.46629213483146,0.274798841
"154","E34001711","Bishop's Stortford BUA",37838,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",479,85.9340659340659,76.2004175365344,93.3194154488518,69.1022964509395,53.2359081419624,11.0647181628392,6.26304801670146,39.2484342379958,18.580375782881,2.71398747390397,NA,16.6,37.7,45.1,4.1544885177453,6.420747235
"155","E34001715","Kenilworth BUA",22413,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Residential","Lower deprivation towns","No university","High",242,85.9574468085106,82.6446280991736,95.0413223140496,74.7933884297521,55.7851239669422,14.0495867768595,7.85123966942149,38.4297520661157,14.0495867768595,NA,NA,15,38.8,45.8,4.23553719008264,7.796484011
"156","E34001733","Hungerford BUA",5100,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000244","Newbury","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",49,78.4313725490196,55.1020408163265,79.5918367346939,48.9795918367347,20.4081632653061,NA,NA,55.1020408163265,38.7755102040816,NA,NA,NA,63.8,NA,3.59183673469388,0.082611978
"157","E34001739","Countesthorpe BUA",6377,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",84,89.1566265060241,76.1904761904762,92.8571428571429,69.047619047619,41.6666666666667,16.6666666666667,11.9047619047619,47.6190476190476,21.4285714285714,NA,NA,14.1,43.5,41.2,4.07142857142857,6.56252782
"158","E34001750","Easington (County Durham) BUA",7193,"Small Towns","North East","Coastal","Smaller other coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Low",99,64.4859813084112,68.6868686868687,90.9090909090909,37.3737373737374,25.2525252525253,23.2323232323232,14.1414141414141,45.4545454545455,17.1717171717172,15.1515151515152,NA,29.9,47.4,NA,3.3030303030303,-2.055701844
"159","E34001759","New Romney BUA",9674,"Small Towns","South East","Coastal","Smaller seaside town","E30000208","Folkestone and Dover","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",101,64.3564356435644,50.4950495049505,74.2574257425743,32.6732673267327,24.7524752475248,15.8415841584158,NA,39.6039603960396,17.8217821782178,NA,NA,51,23,25,3.15841584158416,-4.694684002
"160","E34001766","Highworth BUA",7886,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000276","Swindon","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",113,76.7857142857143,69.9115044247788,88.4955752212389,51.3274336283186,26.5486725663717,22.1238938053097,12.3893805309735,61.0619469026549,28.3185840707965,NA,NA,21.1,47.4,30.7,3.64601769911504,1.715773536
"161","E34001807","Washingborough BUA",6463,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000231","Lincoln","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",72,69.2307692307692,72.2222222222222,88.8888888888889,56.9444444444444,34.7222222222222,19.4444444444444,NA,51.3888888888889,25,NA,NA,24.3,48.6,NA,3.52777777777778,1.230205901
"162","E34001850","South Ockendon BUA",19460,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Residential","Higher deprivation towns","No university","Low",262,67.3003802281369,54.9618320610687,93.1297709923664,37.7862595419847,20.9923664122137,16.793893129771,12.5954198473282,48.0916030534351,27.8625954198473,8.77862595419847,NA,29.1,52.5,17.2,3.20229007633588,-3.326532717
"163","E34001881","Chipping Norton BUA",5719,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000250","Oxford","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",74,70.1492537313433,63.5135135135135,89.1891891891892,56.7567567567568,40.5405405405405,14.8648648648649,NA,56.7567567567568,25.6756756756757,NA,NA,19.2,53.4,NA,3.5945945945946,0.645531654
"164","E34001895","West Chiltington Common BUA",7474,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",66,82.5396825396825,68.1818181818182,95.4545454545454,56.0606060606061,37.8787878787879,NA,NA,50,24.2424242424242,NA,NA,26.5,36.8,36.8,3.75757575757576,2.955442566
"165","E34001896","New Rossington BUA",13537,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000201","Doncaster","Majority conurbation","Residential","Higher deprivation towns","No university","Low",158,65.8536585365854,60.7594936708861,63.9240506329114,27.8481012658228,18.9873417721519,29.746835443038,20.253164556962,44.3037974683544,24.0506329113924,18.3544303797468,NA,45.6,36.7,15.8,2.96835443037975,-4.46402942
"166","E34001940","Brightlingsea BUA",8076,"Small Towns","East of England","Coastal","Smaller other coastal town","E30000193","Colchester","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",91,71.2871287128713,68.1318681318681,86.8131868131868,49.4505494505495,27.4725274725275,24.1758241758242,15.3846153846154,57.1428571428571,21.978021978022,NA,NA,26.9,51.6,NA,3.34065934065934,-0.124779673
"167","E34001958","Stanford-le-Hope BUA",28725,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000268","Southend","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",359,74.4505494505495,63.7883008356546,88.5793871866295,42.3398328690808,16.7130919220056,23.3983286908078,17.5487465181058,56.5459610027855,38.7186629526462,8.91364902506964,NA,30.3,55.6,13.9,3.0891364902507,-1.519621899
"168","E34001962","Yeovil BUA",45784,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000293","Yeovil","Majority rural","Working","Higher deprivation towns","No university","Low",566,73.2743362831858,56.3604240282686,80.9187279151943,39.9293286219081,20.3180212014134,24.2049469964664,16.4310954063604,60.6007067137809,32.8621908127208,7.95053003533569,1.9,31.9,48.6,17.6,3.10424028268551,-2.566804564
"169","E34001966","North Baddesley BUA",6823,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",59,76.1194029850746,71.1864406779661,86.4406779661017,59.3220338983051,42.3728813559322,20.3389830508475,NA,64.4067796610169,32.2033898305085,NA,NA,NA,56.9,NA,3.54237288135593,2.191094304
"170","E34001982","Amesbury BUA",10116,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000258","Salisbury","Majority rural","Mixed","Lower deprivation towns","No university","Medium",162,65,56.1728395061728,80.2469135802469,47.5308641975309,24.6913580246914,16.6666666666667,9.87654320987654,57.4074074074074,39.5061728395062,NA,NA,26.3,53.8,18.8,3.2716049382716,-2.411504279
"171","E34001993","Crook BUA",9498,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Residential","Higher deprivation towns","No university","Low",110,69.1666666666667,65.4545454545455,92.7272727272727,41.8181818181818,22.7272727272727,28.1818181818182,10.9090909090909,38.1818181818182,20,19.0909090909091,NA,25.5,50.9,22.7,3.46363636363636,-0.980249672
"172","E34002010","Shipston-on-Stour BUA",5038,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Residential","Lower deprivation towns","No university","Medium",49,74.468085106383,59.1836734693878,81.6326530612245,53.0612244897959,40.8163265306122,20.4081632653061,NA,46.9387755102041,NA,NA,NA,NA,37.5,NA,3.97959183673469,1.465412296
"173","E34002041","Maldon BUA",21462,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000188","Chelmsford","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Medium",284,71.8213058419244,60.5633802816901,79.2253521126761,53.8732394366197,31.6901408450704,16.9014084507042,12.6760563380282,53.169014084507,29.5774647887324,9.15492957746479,NA,30.8,38.8,28,3.36971830985915,-0.334002038
"174","E34002053","Sudbury BUA",22213,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000184","Bury St Edmunds","Majority rural","Working","Mid deprivation towns","No university","Low",300,56.4748201438849,46,77.3333333333333,39.3333333333333,30,18,11.6666666666667,50.3333333333333,22.6666666666667,8.66666666666667,4.3,34.3,34.7,26.7,3.29666666666667,-5.084834842
"175","E34002054","Brandon (County Durham) BUA",9566,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Working","Higher deprivation towns","No university","Low",108,78.1512605042017,60.1851851851852,85.1851851851852,49.0740740740741,27.7777777777778,32.4074074074074,19.4444444444444,42.5925925925926,17.5925925925926,12.962962962963,NA,22.7,48.2,27.3,3.58333333333333,0.537506979
"176","E34002061","Ormskirk BUA",24073,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000233","Liverpool","Majority conurbation","Mixed","Lower deprivation towns","University","Medium",221,89.0350877192982,74.6606334841629,90.9502262443439,66.0633484162896,52.0361990950226,17.6470588235294,9.95475113122172,46.1538461538462,12.6696832579186,6.33484162895928,NA,11.7,43.2,42.8,4.10859728506787,6.233039216
"177","E34002074","Blyth (Northumberland) BUA",37339,"Medium Towns","North East","Coastal","Large other coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",452,56.7099567099567,39.8230088495575,71.0176991150443,35.8407079646018,24.3362831858407,27.8761061946903,19.4690265486726,43.141592920354,22.1238938053097,18.5840707964602,4,35,41,20,3.16150442477876,-6.357467729
"178","E34002085","Holbeach BUA",7914,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000124","Spalding","Majority rural","Residential","Higher deprivation towns","No university","Low",90,72.0430107526882,60,81.1111111111111,43.3333333333333,22.2222222222222,23.3333333333333,17.7777777777778,47.7777777777778,26.6666666666667,NA,NA,32.6,44.6,NA,3.21111111111111,-1.749072267
"179","E34002105","East Horsley BUA",5866,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",35,89.4736842105263,88.5714285714286,94.2857142857143,82.8571428571429,57.1428571428571,NA,NA,45.7142857142857,NA,NA,NA,NA,35.3,NA,4.68571428571429,10.77155677
"180","E34002125","Burwell BUA",6309,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",73,70.2702702702703,78.0821917808219,90.4109589041096,69.8630136986301,41.0958904109589,16.4383561643836,NA,52.0547945205479,28.7671232876712,NA,NA,16.2,41.9,40.5,4,4.403636341
"181","E34002141","Darlington BUA",92363,"Large Towns","North East","Non-coastal","Large non-coastal town","E30000199","Darlington","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1045,70.15065913371,62.5837320574163,81.5311004784689,47.5598086124402,29.1866028708134,22.200956937799,14.9282296650718,46.4114832535885,22.488038277512,13.4928229665072,2.5,26.1,46.6,24.8,3.40382775119617,-0.800938807
"182","E34002160","Axminster BUA",5761,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000263","Sidmouth","Majority rural","Mixed","Mid deprivation towns","No university","Low",64,74.5454545454545,53.125,85.9375,40.625,23.4375,28.125,18.75,60.9375,25,NA,NA,34.4,48.4,NA,3.109375,-2.660956487
"183","E34002161","Looe BUA",5112,"Small Towns","South West","Coastal","Smaller seaside town","E30000232","Liskeard","Majority rural","Mixed","Higher deprivation towns","No university","Medium",56,68.6274509803922,66.0714285714286,83.9285714285714,51.7857142857143,26.7857142857143,30.3571428571429,19.6428571428571,42.8571428571429,19.6428571428571,NA,NA,20.7,51.7,NA,3.48214285714286,-0.038425825
"184","E34002164","Southwater BUA",8692,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",108,78.7610619469027,75.9259259259259,94.4444444444444,69.4444444444444,37.037037037037,17.5925925925926,12.037037037037,62.037037037037,35.1851851851852,NA,NA,14.8,52.8,32.4,3.80555555555556,4.609741018
"185","E34002172","Cranfield BUA",5369,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000166","Bedford","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",49,82.258064516129,71.4285714285714,87.7551020408163,57.1428571428571,30.6122448979592,34.6938775510204,26.530612244898,71.4285714285714,48.9795918367347,NA,NA,21.6,47.1,NA,3.59183673469388,2.879243467
"186","E34002176","Norton Canes BUA",7479,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Working","Higher deprivation towns","No university","Low",80,56.9767441860465,37.5,78.75,41.25,25,22.5,15,43.75,22.5,12.5,NA,34.6,41,NA,3.1125,-6.207951854
"187","E34002180","Newquay BUA",20189,"Medium Towns","South West","Coastal","Large seaside town","E30000270","St Austell and Newquay","Majority rural","Mixed","Higher deprivation towns","No university","Low",214,75.4716981132076,58.411214953271,84.5794392523365,50.9345794392523,28.0373831775701,15.4205607476636,6.07476635514019,45.3271028037383,16.8224299065421,6.07476635514019,NA,30.4,45.8,23.4,3.35514018691589,-0.421589109
"188","E34002182","Hemsworth BUA",9246,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000283","Wakefield and Castleford","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",114,58.0952380952381,43.859649122807,74.5614035087719,35.0877192982456,21.9298245614035,21.9298245614035,11.4035087719298,52.6315789473684,26.3157894736842,12.280701754386,NA,40.4,36,NA,2.87719298245614,-6.653926141
"189","E34002191","Lightwater BUA",6791,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",64,94.2028985507246,70.3125,90.625,67.1875,54.6875,NA,NA,50,17.1875,NA,NA,17.2,35.9,46.9,4.203125,6.774061908
"190","E34002199","Bewdley BUA",8571,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000289","Worcester and Kidderminster","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Medium",81,66.6666666666667,70.3703703703704,86.25,62.5,43.2098765432099,18.5185185185185,12.3456790123457,41.9753086419753,16.0493827160494,NA,NA,14.6,46.3,36.6,3.8641975308642,2.179427199
"191","E34002202","Sawtry BUA",5252,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000221","Huntingdon","Majority rural","Residential","Lower deprivation towns","No university","Medium",85,81.6091954022989,61.1764705882353,89.4117647058824,45.8823529411765,41.1764705882353,14.1176470588235,NA,60,31.7647058823529,NA,NA,16.5,47.1,35.3,3.83529411764706,1.457590086
"192","E34002212","Millom BUA",5980,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000286","Whitehaven","Majority rural","Residential","Higher deprivation towns","No university","Low",80,61.5384615384615,37.5,85,31.25,12.5,43.75,30,47.5,28.75,12.5,NA,35.4,49.4,NA,2.9875,-6.915157397
"193","E34002254","Thirsk BUA",9953,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Residential","Mid deprivation towns","No university","Medium",104,72.4489795918367,57.6923076923077,74.0384615384615,40.3846153846154,33.6538461538462,19.2307692307692,14.4230769230769,62.5,33.6538461538462,NA,NA,38.2,36.3,24.5,3.36538461538462,-1.764391177
"194","E34002257","Huntingdon BUA",23937,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000221","Huntingdon","Majority rural","Working","Mid deprivation towns","No university","Medium",308,64.8648648648649,50.3246753246753,74.3506493506494,38.3116883116883,25.974025974026,18.1818181818182,12.012987012987,53.5714285714286,30.8441558441558,9.09090909090909,4.6,36.3,37.9,21.2,3.08441558441558,-4.352786938
"195","E34002285","Shirebrook BUA",10885,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",127,55.0335570469799,60.6299212598425,78.740157480315,39.3700787401575,23.6220472440945,26.7716535433071,18.1102362204724,53.5433070866142,28.3464566929134,10.2362204724409,NA,36,47.2,NA,3.20472440944882,-4.05910281
"196","E34002367","Sherborne BUA",9523,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000293","Yeovil","Majority rural","Working","Mid deprivation towns","No university","Medium",85,71.4285714285714,43.5294117647059,82.3529411764706,38.8235294117647,29.4117647058824,25.8823529411765,18.8235294117647,60,31.7647058823529,NA,NA,32.5,47,NA,3.14117647058824,-4.049786694
"197","E34002384","Silsden BUA",7912,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",84,79.5180722891566,66.6666666666667,95.2380952380952,55.952380952381,41.6666666666667,29.7619047619048,16.6666666666667,61.9047619047619,27.3809523809524,NA,NA,17.6,40,41.2,4.02380952380952,3.181615951
"198","E34002432","Willington (County Durham) BUA",6633,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Residential","Higher deprivation towns","No university","Low",69,68.421052631579,65.2173913043478,94.2028985507246,43.4782608695652,21.7391304347826,30.4347826086957,20.2898550724638,30.4347826086957,NA,24.6376811594203,NA,31.4,45.7,NA,3.27536231884058,-1.466742587
"199","E34002433","South Molton BUA",5108,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000162","Barnstaple","Majority rural","Working","Higher deprivation towns","No university","Low",62,57.6271186440678,41.9354838709677,70.9677419354839,33.8709677419355,24.1935483870968,29.0322580645161,NA,45.1612903225806,24.1935483870968,NA,NA,41.9,40.3,NA,2.98387096774194,-6.711417914
"200","E34002446","Honiton BUA",11483,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000206","Exeter","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",135,70,48.1481481481481,87.3134328358209,43.2835820895522,25.9259259259259,20,17.037037037037,62.2222222222222,28.1481481481481,NA,NA,28.4,47.8,22.4,3.34074074074074,-2.805766898
"201","E34002470","Chippenham (Wiltshire) BUA",35800,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",507,75.6646216768916,64.2998027613412,85.4043392504931,53.4516765285996,35.5029585798817,16.370808678501,10.4536489151874,50.0986193293886,27.0216962524655,5.52268244575937,3.7,22,43.8,30.5,3.57593688362919,1.023815376
"202","E34002474","Gillingham (North Dorset) BUA",11278,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000172","Blandford Forum and Gillingham","Majority rural","Mixed","Lower deprivation towns","No university","Low",140,74.8299319727891,65,86.4285714285714,58.5714285714286,32.1428571428571,16.4285714285714,14.2857142857143,54.2857142857143,35,NA,NA,22.5,51.4,25.4,3.52857142857143,1.321650638
"203","E34002475","Redbourn BUA",5113,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",56,74.5098039215686,76.7857142857143,92.8571428571429,75,62.5,NA,NA,37.5,NA,NA,NA,NA,29.8,61.4,4.69642857142857,7.172221185
"204","E34002505","West Mersea BUA",7057,"Small Towns","East of England","Coastal","Smaller seaside town","E30000193","Colchester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",67,67.6470588235294,65.6716417910448,80.5970149253731,58.2089552238806,37.3134328358209,25.3731343283582,17.910447761194,49.2537313432836,22.3880597014925,NA,NA,25.4,44.8,NA,3.59701492537313,0.701730546
"205","E34002511","Tring BUA",11929,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","High",141,86.013986013986,69.5035460992908,87.9432624113475,69.5035460992908,53.1914893617021,11.3475177304965,NA,42.5531914893617,17.0212765957447,NA,NA,16.1,36.4,45.5,4.09929078014184,5.649712778
